item	itemLabel	itemDescription	cui
http://www.wikidata.org/entity/Q847057	retinitis pigmentosa	retinal degeneration characterized by the gradual deterioration of the photoreceptors or the retinal pigment epithelium of the retina leading to progressive sight loss	C0220701
http://www.wikidata.org/entity/Q841989	epulis	Human disease	C0266919
http://www.wikidata.org/entity/Q842919	caput succedaneum	medical condition	C0270090
http://www.wikidata.org/entity/Q847726	lymphadenopathy	disorder of lymph nodes	C0497156
http://www.wikidata.org/entity/Q102187500	enlargement of lymph nodes	symptom	C0497156
http://www.wikidata.org/entity/Q842630	Prolotherapy	experimental back pain therapy	C0500223
http://www.wikidata.org/entity/Q861814	Biloma	Collection of bile in the abdominal cavity	C1167663
http://www.wikidata.org/entity/Q848030	Single port laparoscopy	no description	C4052436
http://www.wikidata.org/entity/Q901674	amniotic fluid	the fluid surrounding a fetus within the amnion	C0002638
http://www.wikidata.org/entity/Q905101	Choleretic	substance   that increase the volume of secretion of bile from the liver	C0008362
http://www.wikidata.org/entity/Q914389	Cockayne syndrome	rare and fatal autosomal recessive neurodegenerative disorder	C0009207
http://www.wikidata.org/entity/Q912741	colposcopy	no description	C0009417
http://www.wikidata.org/entity/Q897843	Erythroplakia	medical condition	C0014818
http://www.wikidata.org/entity/Q881855	gestational trophoblastic neoplasm	Human disease	C0020217
http://www.wikidata.org/entity/Q884590	Bloch-Sulzberger syndrome	genetic disorder that affects the skin, hair, teeth, nails, and central nervous system.	C0021171
http://www.wikidata.org/entity/Q904308	mestranol	chemical compound	C0025506
http://www.wikidata.org/entity/Q905619	necrobiosis lipoidica	Human disease	C0027538
http://www.wikidata.org/entity/Q877796	repetitive strain injury	injury to the musculoskeletal and nervous systems that may be caused by repetitive tasks, forceful exertions, vibrations, mechanical compression, or sustained or awkward positions	C0035127
http://www.wikidata.org/entity/Q895871	cortical blindness	human disease	C0155320
http://www.wikidata.org/entity/Q881855	gestational trophoblastic neoplasm	Human disease	C0278796
http://www.wikidata.org/entity/Q901048	Morbid jealousy	Psychological disorder	C0338818
http://www.wikidata.org/entity/Q881829	bladder rupture	no description	C0840564
http://www.wikidata.org/entity/Q881855	gestational trophoblastic neoplasm	Human disease	C1135868
http://www.wikidata.org/entity/Q899360	diffusion magnetic resonance imaging	magnetic resonance imaging (MRI) method	C1136216
http://www.wikidata.org/entity/Q895871	cortical blindness	human disease	C4048268
http://www.wikidata.org/entity/Q917447	inflammatory bowel diseases	intestinal disease characterized by inflammation located in all parts of digestive tract	C0021390
http://www.wikidata.org/entity/Q917399	Usher syndrome	syndrome characterized by a combination of hearing loss and visual impairment	C0271097
http://www.wikidata.org/entity/Q917399	Usher syndrome	syndrome characterized by a combination of hearing loss and visual impairment	C1568248
http://www.wikidata.org/entity/Q32143494	Usher syndrome type 3	Usher syndrome characterized by progressive hearing loss typically beginning in late childhood, variable vestibular dysfunction and onset of retinitis pigmentosa by the second decade of life	C1568248
http://www.wikidata.org/entity/Q32143508	retinitis pigmentosa-deafness syndrome	Usher syndrome characterized by retinitis pigmentosa and onset of sensorineural hearing impairment in the teens that has material basis in mutation in the MTTS2 gene in the mitochondrial genome	C1568248
http://www.wikidata.org/entity/Q917399	Usher syndrome	syndrome characterized by a combination of hearing loss and visual impairment	C2931205
http://www.wikidata.org/entity/Q918118	frontal sinus	one of the four pairs of paranasal sinuses that are situated behind the brow ridges	C0016734
http://www.wikidata.org/entity/Q948846	desoxycortone	chemical compound	C0011710
http://www.wikidata.org/entity/Q923020	epidermolysis bullosa	human disease	C0014527
http://www.wikidata.org/entity/Q924467	fluocinolone acetonide	chemical compound	C0016298
http://www.wikidata.org/entity/Q942755	folliculitis	Human disease	C0016436
http://www.wikidata.org/entity/Q938793	articular cartilage disease	disease involving the articular cartilage of joint	C0158073
http://www.wikidata.org/entity/Q928506	Palmomental reflex	no description	C0751470
http://www.wikidata.org/entity/Q939378	abrasion	superficial skin wound	C1302752
http://www.wikidata.org/entity/Q928489	migralepsy	migraine-triggered epileptic seizures	C4049469
http://www.wikidata.org/entity/Q974792	albuminuria	urologic disease typically indicating kidney malfunction	C0001925
http://www.wikidata.org/entity/Q957751	XY gonadal dysgenesis	gonadal dysgenesis that is characterized by a normal 46,XY karyotype along with a progressive loss of germ cells on the developing gonads of an embryo	C0018054
http://www.wikidata.org/entity/Q954625	myelodysplastic syndrome	diverse collection of blood-related medical conditions with ineffective production of the myeloid class of blood cells	C0026985
http://www.wikidata.org/entity/Q954625	myelodysplastic syndrome	diverse collection of blood-related medical conditions with ineffective production of the myeloid class of blood cells	C0026986
http://www.wikidata.org/entity/Q954831	prolactinoma	adenoma of the pituitary gland producing prolactin	C0033375
http://www.wikidata.org/entity/Q976388	acute leukemia	Human disease	C0085669
http://www.wikidata.org/entity/Q968206	Koilonychia	medical condition	C0221261
http://www.wikidata.org/entity/Q955020	renal pelvis	basin-like or funnel-like dilated proximal part of the ureter in the kidney	C0227666
http://www.wikidata.org/entity/Q975803	cough reflex	no description	C0232051
http://www.wikidata.org/entity/Q957751	XY gonadal dysgenesis	gonadal dysgenesis that is characterized by a normal 46,XY karyotype along with a progressive loss of germ cells on the developing gonads of an embryo	C0238395
http://www.wikidata.org/entity/Q955454	Coxa valga	medical condition	C0239137
http://www.wikidata.org/entity/Q976388	acute leukemia	Human disease	C1839882
http://www.wikidata.org/entity/Q954625	myelodysplastic syndrome	diverse collection of blood-related medical conditions with ineffective production of the myeloid class of blood cells	C1851971
http://www.wikidata.org/entity/Q954625	myelodysplastic syndrome	diverse collection of blood-related medical conditions with ineffective production of the myeloid class of blood cells	C2713368
http://www.wikidata.org/entity/Q954625	myelodysplastic syndrome	diverse collection of blood-related medical conditions with ineffective production of the myeloid class of blood cells	C3463824
http://www.wikidata.org/entity/Q955454	Coxa valga	medical condition	C3549698
http://www.wikidata.org/entity/Q968206	Koilonychia	medical condition	C3840868
http://www.wikidata.org/entity/Q976388	acute leukemia	Human disease	C4280572
http://www.wikidata.org/entity/Q988343	blood vessel	a tubular structure which carries blood.	C0005847
http://www.wikidata.org/entity/Q994942	bruxism	disorder that involves involuntarily grinding or clenching of the teeth	C0006325
http://www.wikidata.org/entity/Q1004647	bullous pemphigoid	autoimmune disease of skin and connective tissue characterized by large blisters	C0030805
http://www.wikidata.org/entity/Q999805	phensuximide	chemical compound	C0070592
http://www.wikidata.org/entity/Q994942	bruxism	disorder that involves involuntarily grinding or clenching of the teeth	C0393774
http://www.wikidata.org/entity/Q1048080	ciliary body	part of an eye	C0008779
http://www.wikidata.org/entity/Q1034951	Caprine art	species of virus	C0079082
http://www.wikidata.org/entity/Q1019940	Borjeson-Forssman-Lehmann syndrome	genetic condition in humans	C0265339
http://www.wikidata.org/entity/Q1044705	Carpometacarpal bossing	human disease	C1861847
http://www.wikidata.org/entity/Q1031536	campomelic dysplasia	osteochondrodysplasia that has material basis in a mutation in chromosome 17 which results in bowing in the located in tibia or located in femur	C1861922
http://www.wikidata.org/entity/Q1031536	campomelic dysplasia	osteochondrodysplasia that has material basis in a mutation in chromosome 17 which results in bowing in the located in tibia or located in femur	C1861923
http://www.wikidata.org/entity/Q1047559	agammaglobulinemia	B cell deficiency that is caused by a reduction in all types of gamma globulins	C4048270
http://www.wikidata.org/entity/Q1066061	diverticulitis	digestive disease caused by an inflammation of a herniating pouch (diverticulum) within the wall of the intestine, most often colon	C0012813
http://www.wikidata.org/entity/Q35831	sleep	any process in which an organism enters and maintains a periodic, readily reversible state of reduced awareness and metabolic activity	C0013144
http://www.wikidata.org/entity/Q1077823	somnolence	state of strong desire for sleep, or sleeping for unusually long periods	C0013144
http://www.wikidata.org/entity/Q1063862	idarubicin	chemical compound	C0020789
http://www.wikidata.org/entity/Q1054718	kidney disease	urinary system disease that is located in the kidney	C0022658
http://www.wikidata.org/entity/Q1056395	soft palate	tissue constituting the back of the roof of the mouth	C0030219
http://www.wikidata.org/entity/Q1059765	periodontal disease	human disease	C0031090
http://www.wikidata.org/entity/Q1071685	chiasmal syndrome	optic nerve disease that is characterized by lesions of the optic chiasm, manifesting as various impairments of the sufferer's visual field according to the location of the lesion along the optic nerve	C0155307
http://www.wikidata.org/entity/Q1068993	Cheiloplasty	no description	C0192038
http://www.wikidata.org/entity/Q1068994	cheilosis	non inflammatory chapped lips	C0221264
http://www.wikidata.org/entity/Q1075470	expressive language disorder	neurodevelopmental condition	C0236826
http://www.wikidata.org/entity/Q1054718	kidney disease	urinary system disease that is located in the kidney	C0266292
http://www.wikidata.org/entity/Q1054718	kidney disease	urinary system disease that is located in the kidney	C1408258
http://www.wikidata.org/entity/Q1090224	chylothorax	type of pleural effusion	C0008733
http://www.wikidata.org/entity/Q1113346	acecarbromal	chemical compound	C0050402
http://www.wikidata.org/entity/Q1097778	ipriflavone	chemical compound	C0123903
http://www.wikidata.org/entity/Q1117078	labyrinthine concussion	Vestibular trauma due to head injury	C0395935
http://www.wikidata.org/entity/Q1141499	Ehlers-Danlos syndrome	group of genetic connective tissue disorders	C0013720
http://www.wikidata.org/entity/Q1134467	ependyma	epithelial lining of the ventricular system of the brain and the central canal of the spinal cord, made up of ependymal cells	C0014472
http://www.wikidata.org/entity/Q1132653	hypernatremia	high concentration of sodium ions in the blood	C0020488
http://www.wikidata.org/entity/Q1137321	onchocerciasis	Human helminthiasis	C0029001
http://www.wikidata.org/entity/Q1140495	pulse oximetry	Pulse oximetry	C0034108
http://www.wikidata.org/entity/Q1125753	visceromegaly	no description	C0042782
http://www.wikidata.org/entity/Q1144406	oligohydramnios	placenta disease that is characterized by a deficiency of amniotic fluid sometimes resulting in an embryonic defect through adherence between embryo and amnion	C0079924
http://www.wikidata.org/entity/Q1153419	interstitial lung disease	group of lung diseases affecting the interstitium (the tissue and space around the air sacs of the lungs)	C0206061
http://www.wikidata.org/entity/Q1153419	interstitial lung disease	group of lung diseases affecting the interstitium (the tissue and space around the air sacs of the lungs)	C0206062
http://www.wikidata.org/entity/Q1137032	Councilman body	acidophilic globule of cells that represents a dying hepatocyte	C0333745
http://www.wikidata.org/entity/Q1136492	Costello syndrome	syndrome characterized by craniofacial dysmorphology, cardiac defects, mild intellectual disability, and high birth weight followed by a failure to thrive and developmental delays	C0587248
http://www.wikidata.org/entity/Q1136492	Costello syndrome	syndrome characterized by craniofacial dysmorphology, cardiac defects, mild intellectual disability, and high birth weight followed by a failure to thrive and developmental delays	C1968782
